Batch#,STPP_Dosing Time,STPP_QTY,SODAL 1_Dosing Time,SODAL 1_QTY,LABSA_Dosing Time,LABSA_QTY,Mixing-1,Colour_Dosing Time,Colour_QTY,Mixing-2,Frisis + Feldspar_Dosing Time,Frisis + Feldspar_QTY,Mixing-3,HA 20_Dosing Time,HA 20_QTY,Mixing-4,SODAL 2_Dosing Time,SODAL 2_QTY,Mixing-5,Phosphoric Acid_Dosing Time,Phosphoric Acid_QTY,Mixing-6,Sodium Silicate_Dosing Time,Sodium Silicate_QTY,Mixing-7,Perfume_Dosing Time,Perfume_QTY,Mixing-8,Total Mixing Time,IDLE Time before PV,Median_BatchPV
Batch-191,21,170,116,721,130,466,238,52,15,10,29,341,177,28,79,139,112,658,159,846,246,308,22,62,33,38,2,28,1092,2260,28
Batch-192,17,170,184,721,101,464,256,39,15,4,37,340,173,28,80,154,199,638,172,793,247,316,21,63,32,17,2,28,1135,4013,30
Batch-193,20,170,200,720,100,468,247,17,16,8,30,340,154,28,80,124,114,649,169,771,244,303,23,61,33,43,2,28,1066,1467,27
Batch-194,34,170,110,719,103,462,256,61,15,33,34,338,153,25,79,145,176,644,168,768,253,336,21,63,28,21,2,31,1148,848,27
Batch-195,18,170,140,720,88,460,250,81,16,20,28,338,171,25,79,134,214,646,172,822,253,302,15,69,32,64,2,28,1109,4346,31
Batch-196,26,170,116,720,90,468,294,74,15,57,33,339,174,26,80,150,101,655,121,798,261,328,16,69,33,36,2,31,1148,3150,29
Batch-197,21,170,158,719,91,464,254,8,15,55,33,340,162,25,81,139,124,638,161,838,255,317,26,65,28,17,2,28,1144,2412,29
Batch-198,19,170,165,719,130,467,266,47,14,32,27,338,179,29,81,146,180,656,125,800,263,304,17,67,32,13,2,31,1115,5893,32
Batch-199,33,170,169,719,125,463,248,90,15,17,38,345,160,26,80,163,167,647,154,822,254,330,20,64,27,51,2,31,1130,3414,29
Batch-200,29,170,127,721,122,467,250,103,14,48,36,342,158,26,79,164,169,651,173,767,258,330,24,67,29,16,2,31,1148,1699,28
Batch-201,38,170,144,720,95,470,274,25,14,53,32,335,153,28,80,152,103,637,147,780,264,302,20,70,29,55,2,28,1138,4967,31
Batch-202,29,170,120,720,89,462,248,87,15,21,39,341,167,29,81,127,214,636,141,829,251,321,20,68,32,11,2,29,1086,2617,28
Batch-203,26,170,173,721,102,460,241,104,16,38,36,343,164,29,79,146,200,653,161,819,245,327,21,63,30,40,2,30,1137,2771,29
Batch-204,29,170,182,719,103,468,266,59,14,58,27,338,160,25,81,164,139,659,167,759,243,305,21,65,30,63,2,29,1148,2633,29
Batch-205,16,170,121,719,134,467,294,6,16,26,26,338,177,29,80,149,161,638,175,834,258,305,16,60,30,58,2,31,1148,1720,29
Batch-206,38,170,179,721,97,465,278,16,16,44,32,337,154,26,80,163,151,647,168,833,265,298,20,69,31,49,2,28,1148,1226,28
Batch-207,20,170,159,719,103,467,282,25,16,25,31,337,159,25,81,131,199,658,181,760,245,315,21,65,30,23,2,30,1148,5861,32
Batch-208,29,170,190,719,91,470,300,49,15,4,31,339,178,26,79,144,112,644,165,769,258,302,26,70,32,37,2,29,1148,3895,31
Batch-209,27,170,138,719,84,463,237,95,15,7,28,338,161,25,80,154,108,647,159,768,246,335,22,68,28,39,2,31,1112,4784,30
Batch-210,28,170,152,720,112,470,240,80,14,58,36,338,177,26,79,154,168,645,156,836,261,307,15,69,28,5,2,31,1148,4214,31
Batch-211,19,170,126,720,78,470,275,21,15,35,35,345,163,25,81,155,174,637,157,775,258,332,15,66,31,23,2,31,1148,4243,31
Batch-212,38,170,148,720,119,469,282,22,14,33,27,344,177,29,80,122,127,662,169,814,248,333,19,63,31,6,2,31,1148,801,28
Batch-213,29,170,121,720,88,460,238,19,16,5,26,342,156,29,81,156,200,639,152,841,257,324,24,65,32,5,2,28,1091,3157,29
Batch-214,21,170,174,721,132,464,275,48,14,57,33,337,181,27,81,142,162,643,126,834,257,337,25,69,33,29,2,30,1148,4784,31
Batch-215,21,170,112,721,109,462,296,55,15,45,39,342,179,25,80,151,176,635,169,794,258,298,25,67,28,47,2,31,1148,4983,32
Batch-216,18,170,107,719,126,460,247,56,14,40,38,340,174,27,79,157,109,652,145,805,247,293,22,62,33,62,2,29,1118,4438,30
Batch-217,28,170,189,721,107,465,296,22,15,38,27,336,161,28,80,161,136,640,171,759,256,330,25,64,27,21,2,28,1148,2459,29
Batch-218,15,170,117,721,86,462,263,14,16,51,36,340,175,28,81,160,174,640,122,844,255,303,26,70,29,47,2,28,1131,4340,30
Batch-219,27,170,143,719,82,469,271,58,16,13,35,344,174,29,80,123,165,639,122,827,255,297,15,67,31,37,2,29,1060,3477,29
Batch-220,26,170,105,719,89,470,241,41,15,9,32,338,175,27,80,142,212,661,142,764,260,325,23,65,31,35,2,31,1096,2903,29
Batch-221,15,170,171,721,80,464,293,47,15,34,35,340,178,27,79,160,138,653,150,858,246,333,20,60,29,53,2,28,1148,2937,30
Batch-222,34,170,153,719,131,468,281,93,16,48,32,336,156,26,81,122,202,662,169,814,260,293,26,68,29,26,2,29,1127,1080,28
Batch-223,15,170,103,721,89,460,253,87,16,28,36,342,169,27,79,157,193,642,126,796,252,317,23,69,30,13,2,29,1109,1099,27
Batch-224,17,170,115,721,115,461,237,78,16,55,41,336,179,29,80,154,107,639,141,778,246,333,23,69,30,25,2,31,1148,1878,28
Batch-225,20,170,141,719,130,467,271,20,15,32,37,341,173,29,80,142,122,644,157,817,243,304,18,70,33,20,2,31,1143,2845,29
Batch-226,36,170,185,721,115,463,257,74,14,37,35,337,157,25,80,127,119,646,160,798,261,330,16,65,28,15,2,30,1126,3332,30
Batch-227,27,170,158,720,109,463,265,48,15,55,30,344,161,29,79,152,181,639,136,769,249,332,15,66,29,46,2,31,1148,4156,30
Batch-228,36,170,154,720,114,462,265,20,14,25,38,342,161,29,79,159,180,643,132,813,254,324,24,65,27,51,2,30,1123,1858,28
Batch-229,39,170,110,719,112,466,240,42,14,24,41,338,177,26,81,161,175,640,135,792,261,325,21,62,27,56,2,29,1118,2384,28
Batch-230,21,170,117,719,107,463,284,22,15,37,33,336,161,28,80,151,101,656,170,761,251,316,15,69,33,54,2,28,1148,5321,32
Batch-231,22,170,195,720,98,469,272,47,16,42,37,344,180,27,79,123,212,641,138,848,264,304,21,66,33,44,2,30,1122,3552,30
Batch-232,25,170,192,719,131,468,257,118,14,16,37,336,174,25,80,151,126,650,174,853,264,310,24,60,32,36,2,28,1142,5530,33
Batch-233,23,170,195,721,106,460,235,120,14,28,29,340,166,26,81,126,177,640,173,800,243,325,23,70,30,22,2,28,1111,5071,31
Batch-234,38,170,117,721,83,469,284,75,14,57,28,335,156,25,80,144,149,645,161,775,262,321,17,69,32,57,2,29,1148,5996,32
Batch-235,26,170,110,720,97,461,249,48,14,8,37,335,169,27,81,147,208,640,181,768,251,325,21,67,30,36,2,31,1140,5730,32
Batch-236,35,170,116,720,115,462,286,76,15,58,38,344,176,28,81,130,215,639,168,809,253,314,24,70,30,19,2,29,1148,4399,31
Batch-237,30,170,200,719,120,465,237,72,15,46,35,335,153,26,79,146,199,658,155,784,263,330,22,64,32,47,2,28,1127,1576,28
Batch-238,25,170,173,720,127,466,288,99,15,20,41,343,161,27,79,158,180,646,158,826,252,315,15,62,31,58,2,31,1148,4206,31
Batch-239,38,170,163,721,128,468,280,113,16,4,33,342,162,26,80,164,170,647,159,823,252,309,16,66,31,8,2,31,1140,3825,30
Batch-240,36,170,137,721,115,460,291,123,14,17,36,338,172,27,81,133,210,643,127,757,248,324,20,69,28,60,2,28,1120,3146,29
Batch-241,18,170,151,721,108,465,279,89,16,26,38,335,157,28,79,162,183,661,135,756,255,334,22,62,29,21,2,30,1148,2570,28
Batch-242,37,170,123,719,115,463,243,103,14,57,28,335,176,25,79,164,222,657,167,820,246,332,18,67,27,52,2,31,1148,4125,31
Batch-243,18,170,177,720,105,465,287,58,16,54,39,345,173,28,80,124,117,664,160,788,254,334,16,69,27,63,2,31,1148,3947,31
Batch-244,24,170,184,720,126,462,300,72,16,30,35,339,165,26,81,142,135,662,172,849,249,301,18,61,27,40,2,31,1148,1045,28
Batch-245,22,170,121,720,83,465,234,36,16,6,38,339,174,26,81,135,181,658,158,841,255,329,20,61,31,41,2,30,1097,4459,31
Batch-246,16,170,179,721,89,468,277,9,15,4,32,342,174,27,81,153,212,644,141,822,251,323,26,65,29,31,2,30,1131,896,27
Batch-247,25,170,110,721,107,461,290,66,14,30,34,339,156,27,80,157,206,642,180,759,262,327,18,67,31,43,2,31,1148,4032,31
Batch-248,34,170,144,721,101,466,299,74,15,36,37,336,157,25,80,141,101,635,163,827,254,323,21,70,28,35,2,29,1148,5036,32
Batch-249,33,170,142,719,93,464,252,119,14,52,30,338,173,26,79,124,219,656,146,832,253,300,26,67,28,32,2,29,1104,3018,29
Batch-250,22,170,111,719,96,463,267,120,16,60,30,342,156,26,81,162,178,644,121,823,247,330,24,67,28,61,2,28,1148,5364,31
Batch-251,18,170,146,720,107,462,289,114,15,21,31,341,180,26,81,157,214,643,121,855,248,328,19,60,32,20,2,28,1148,5592,32
Batch-252,27,170,173,720,95,462,258,79,14,48,31,345,153,25,79,139,105,641,181,806,254,294,19,62,28,29,2,31,1132,1697,28
Batch-253,38,170,190,720,135,467,247,35,14,35,26,342,153,29,79,155,105,656,152,804,246,293,24,70,29,19,2,30,1094,4242,29
Batch-254,29,170,126,719,116,460,256,105,14,34,30,338,153,25,80,142,206,641,141,795,243,303,17,63,30,40,2,30,1089,4946,30
Batch-255,39,170,158,719,135,469,299,89,14,40,39,341,164,25,79,141,219,635,158,796,255,311,18,68,33,22,2,30,1148,3480,30
Batch-256,30,170,149,719,103,466,240,80,15,20,28,337,156,27,80,164,174,649,167,777,262,293,16,62,28,8,2,30,1098,789,27
Batch-257,29,170,131,720,123,469,288,106,16,58,35,341,167,27,81,138,148,638,129,760,244,296,24,69,30,54,2,28,1134,2384,28
Batch-258,29,170,136,719,112,466,252,77,16,53,41,340,181,29,79,141,116,659,176,849,257,336,20,67,29,60,2,28,1148,3663,31
Batch-259,20,170,135,719,109,460,247,18,16,7,37,344,166,26,81,140,181,664,173,774,263,325,15,68,27,63,2,28,1113,2716,29
Batch-260,28,170,165,719,80,465,260,40,14,50,35,345,178,28,80,148,176,662,139,836,260,326,19,67,30,60,2,29,1148,4971,31
Batch-261,22,170,103,719,80,468,260,36,16,7,38,345,166,29,81,153,104,646,128,766,243,322,24,68,32,48,2,28,1096,1793,27
Batch-262,33,170,186,721,115,467,266,8,15,5,37,344,158,27,79,143,178,657,164,823,258,316,21,66,32,15,2,30,1114,3524,30
Batch-263,29,170,119,721,103,469,247,87,14,30,33,338,162,29,80,156,179,661,124,842,265,336,22,63,32,7,2,29,1116,1464,27
Batch-264,38,170,156,719,111,468,235,55,15,13,26,340,162,29,79,123,130,644,129,845,256,311,15,68,33,45,2,29,1035,2491,28
Batch-265,28,170,184,720,94,467,249,80,16,48,31,339,163,27,79,147,162,661,139,779,264,313,16,67,29,29,2,28,1116,1085,27
Batch-266,27,170,128,721,103,464,278,117,16,36,41,337,172,25,81,136,181,635,170,830,261,321,23,69,29,27,2,28,1148,3671,31
Batch-267,25,170,196,720,82,463,254,98,16,26,29,335,164,26,80,131,106,635,148,830,264,322,25,63,27,36,2,29,1101,4017,30
Batch-268,23,170,128,720,119,469,275,5,15,33,31,342,160,29,81,127,109,646,170,822,248,293,15,64,28,59,2,28,1114,4781,31
Batch-269,21,170,116,720,102,470,298,44,16,61,27,341,173,29,81,155,126,643,176,822,260,311,15,69,27,33,2,29,1148,4406,32
Batch-270,33,170,168,720,99,468,288,35,16,14,26,338,180,28,79,133,123,650,144,842,251,302,23,61,31,2,2,29,1121,1093,28
Batch-271,27,170,107,721,134,470,284,16,16,45,40,341,169,29,81,135,110,662,175,823,243,314,24,70,31,7,2,31,1148,5304,32
Batch-272,24,170,128,721,89,463,263,111,14,39,41,345,163,26,81,161,142,654,143,776,264,311,24,63,33,53,2,29,1142,2713,29
Batch-273,28,170,198,719,109,460,255,20,14,8,36,342,158,25,79,156,177,652,179,822,244,309,21,66,27,61,2,29,1121,5195,31
Batch-274,35,170,129,719,78,464,240,8,16,22,35,342,177,28,79,163,122,635,165,774,259,335,15,65,31,62,2,31,1148,1376,28
Batch-275,25,170,121,721,131,467,283,94,16,50,35,341,161,25,79,127,208,663,172,853,257,314,23,65,31,2,2,28,1148,4708,32
Batch-276,35,170,176,721,129,464,279,102,15,44,39,342,154,29,79,138,145,649,166,816,243,336,25,66,31,47,2,29,1148,814,27
Batch-277,17,170,158,721,124,467,276,52,15,30,37,345,153,26,81,152,112,650,178,834,247,300,21,61,27,14,2,31,1147,3412,30
Batch-278,23,170,191,719,107,465,271,34,14,47,37,339,160,29,80,136,162,659,149,822,246,332,15,68,27,10,2,29,1148,2746,29
Batch-279,20,170,188,720,99,470,271,113,15,18,39,342,179,28,80,147,139,664,133,781,259,301,16,69,27,45,2,30,1106,4968,31
Batch-280,35,170,172,719,127,465,254,123,16,38,33,338,178,28,79,151,128,664,176,850,255,328,18,67,30,6,2,30,1148,2462,30
Batch-281,36,170,146,720,89,460,248,106,16,14,37,341,173,29,79,154,115,651,134,763,252,326,26,66,30,39,2,31,1110,4586,30
Batch-282,32,170,116,721,105,462,293,78,14,27,36,336,161,27,80,132,117,649,159,770,263,307,15,69,30,20,2,30,1139,3763,30
Batch-283,21,170,139,719,101,470,240,87,14,35,37,336,178,27,80,125,204,656,161,823,258,325,18,64,27,19,2,29,1120,2444,29
Batch-284,37,170,147,721,103,468,294,62,14,23,35,345,180,26,79,162,192,635,161,824,258,298,22,62,30,57,2,30,1148,1025,28
Batch-285,22,170,156,719,78,460,287,41,14,25,39,338,162,25,81,132,104,651,123,766,248,324,18,64,29,16,2,29,1111,4051,29
Batch-286,32,170,129,721,93,465,275,91,15,7,35,339,155,27,79,126,139,657,139,771,265,296,20,62,32,26,2,31,1061,3440,29
Batch-287,22,170,188,720,110,466,275,69,16,15,36,344,181,25,80,157,169,652,138,849,253,307,24,69,33,13,2,28,1134,5419,32
Batch-288,18,170,111,719,113,468,263,18,16,34,35,339,156,29,79,129,178,661,165,806,245,302,22,67,29,8,2,29,1107,1048,27
Batch-289,20,170,126,720,103,469,267,54,16,41,29,344,181,27,79,142,106,643,131,851,252,326,24,62,32,38,2,29,1148,5292,31
Batch-290,18,170,195,719,122,468,291,58,14,4,32,338,159,27,79,140,167,651,149,823,249,325,15,63,33,2,2,29,1130,923,27
Batch-291,33,170,154,720,133,468,250,87,14,51,40,345,168,29,80,162,190,641,171,762,251,306,15,62,33,63,2,31,1148,3849,30
Batch-292,20,170,104,721,124,469,246,106,16,59,27,342,180,25,80,145,109,646,166,779,254,306,19,60,28,43,2,28,1148,5696,32
Batch-293,16,170,167,720,108,461,256,30,14,32,31,343,162,28,81,127,122,647,129,793,257,293,23,61,32,32,2,30,1061,5382,30
Batch-294,26,170,126,720,135,467,247,113,15,24,26,339,179,26,79,159,144,644,153,762,260,305,18,65,32,56,2,31,1130,5168,31
Batch-295,22,170,136,721,89,470,237,34,16,46,32,335,172,28,79,151,159,647,147,839,264,335,23,60,29,63,2,29,1146,633,27
Batch-296,16,170,179,721,111,466,253,102,16,21,28,344,164,29,81,127,135,655,172,801,244,336,23,68,31,28,2,30,1134,5369,31
Batch-297,16,170,161,720,103,460,269,57,14,31,26,336,168,27,81,146,180,639,144,808,249,302,25,69,29,38,2,28,1117,2910,29
Batch-298,21,170,185,721,118,470,250,91,16,18,30,342,168,29,79,151,121,636,169,769,249,317,19,60,29,59,2,29,1131,4736,31
Batch-299,22,170,164,721,119,470,235,53,16,19,29,341,162,25,80,160,141,640,180,764,256,309,22,64,30,52,2,29,1124,2651,29
Batch-300,38,170,168,721,80,461,240,30,16,44,37,337,165,26,79,124,211,662,168,804,252,326,18,62,29,33,2,29,1125,3237,29
Batch-301,21,170,153,720,114,468,299,122,14,37,38,344,170,28,81,146,197,649,131,837,263,329,16,61,28,62,2,30,1148,716,28
Batch-302,20,170,109,720,132,463,279,123,15,21,32,339,181,28,79,155,132,645,124,836,265,312,16,61,28,17,2,31,1131,2658,29
Batch-303,18,170,109,720,85,470,296,17,14,11,27,344,165,26,79,143,132,642,181,840,245,335,15,60,30,7,2,28,1148,5932,33
Batch-304,16,170,174,719,97,460,282,84,16,44,35,342,168,26,79,127,219,651,176,858,245,297,20,66,33,2,2,29,1148,5026,32
Batch-305,29,170,104,720,93,467,255,120,16,9,38,344,179,29,80,120,217,658,169,778,247,326,18,64,31,10,2,30,1119,1844,28
Batch-306,23,170,121,720,128,464,234,90,14,12,26,342,171,29,79,161,145,657,126,791,248,313,23,61,29,13,2,29,1075,2332,27
Batch-307,33,170,174,720,130,463,265,109,15,17,32,344,158,27,80,156,177,649,177,779,257,311,25,64,28,36,2,31,1143,3775,30
Batch-308,39,170,190,721,90,460,249,55,15,7,39,343,173,29,80,154,196,648,154,766,254,297,17,70,31,26,2,30,1095,1626,28
Batch-309,16,170,121,719,99,468,300,94,15,19,29,340,161,26,81,124,199,650,163,801,259,331,18,69,32,40,2,29,1148,1647,29
Batch-310,29,170,196,719,107,461,292,45,15,44,41,337,165,27,81,124,218,655,166,808,244,325,16,63,32,26,2,29,1148,996,28
Batch-311,38,170,193,721,134,464,285,102,15,6,30,342,158,28,81,159,189,645,154,756,257,316,21,64,33,45,2,30,1141,882,27
Batch-312,34,170,121,719,88,466,287,74,14,36,31,342,157,29,80,151,124,635,156,778,263,312,20,70,30,10,2,28,1148,4748,31
Batch-313,37,170,119,721,123,468,246,11,15,42,40,345,168,26,80,163,135,658,164,763,248,332,18,67,32,64,2,29,1148,4446,30
Batch-314,37,170,166,721,120,468,292,24,15,50,26,342,158,27,81,156,196,664,149,816,249,320,20,64,27,37,2,30,1148,5988,32
Batch-315,17,170,142,721,110,467,258,36,14,31,28,341,169,26,81,127,101,659,166,772,260,316,26,70,27,10,2,30,1124,5867,32
Batch-316,28,170,135,721,95,466,289,28,15,30,31,338,181,29,79,152,157,652,127,810,246,311,21,68,30,21,2,31,1148,5718,32
Batch-317,29,170,159,720,119,463,278,33,15,13,35,337,161,25,80,161,222,648,144,835,245,315,16,67,28,27,2,28,1128,5465,31
Batch-318,31,170,140,719,79,469,283,123,16,54,36,343,165,25,79,136,195,663,146,756,264,306,23,61,31,29,2,29,1148,5145,31
Batch-319,31,170,174,721,101,464,237,30,15,12,38,342,154,29,79,138,196,635,140,840,257,315,23,67,28,11,2,31,1055,5056,30
Batch-320,38,170,197,719,80,466,242,117,14,50,27,341,179,25,81,149,218,636,168,827,263,332,18,68,31,56,2,30,1148,5398,32
Batch-321,22,170,154,721,88,466,293,28,16,6,31,344,165,25,81,136,180,648,151,773,265,296,20,65,27,17,2,28,1102,925,27
Batch-322,31,170,164,721,89,463,254,6,15,7,30,345,153,27,79,131,215,655,174,793,250,311,25,61,32,31,2,29,1091,2946,29
Batch-323,38,170,142,720,114,462,279,107,14,6,36,335,164,26,79,141,187,641,135,812,265,336,23,67,33,32,2,28,1122,2391,29
Batch-324,23,170,115,719,115,464,288,65,16,32,41,338,154,27,80,157,192,656,138,766,255,334,16,69,29,50,2,29,1148,4332,30
Batch-325,24,170,190,721,110,468,300,79,16,10,33,345,176,28,80,128,149,663,138,852,254,317,16,63,30,51,2,31,1130,1576,28
Batch-326,30,170,197,721,110,463,247,14,15,54,30,341,165,26,80,132,188,654,176,758,259,323,19,64,30,36,2,30,1148,5778,32
Batch-327,15,170,165,721,136,463,241,14,14,61,38,339,166,27,81,128,135,637,128,842,256,337,22,64,33,60,2,28,1122,632,27
Batch-328,38,170,130,721,126,470,258,5,15,51,32,339,181,29,81,148,199,651,122,815,263,337,25,70,29,7,2,29,1148,2799,29
Batch-329,24,170,170,720,86,466,259,39,14,10,32,343,172,28,79,125,159,656,123,830,253,323,16,65,27,64,2,31,1070,3041,29
Batch-330,22,170,170,720,90,468,235,43,16,34,38,344,162,27,80,139,166,643,173,785,249,316,19,70,27,15,2,30,1116,3171,29
Batch-331,21,170,161,721,120,470,263,42,15,34,27,341,178,29,80,158,217,654,177,857,247,302,15,65,29,27,2,30,1148,4897,32
Batch-332,37,170,130,721,100,468,290,14,14,58,41,340,181,28,80,161,124,644,176,841,253,302,17,65,29,16,2,29,1148,1056,29
Batch-333,20,170,173,721,87,466,279,86,15,23,28,340,176,27,79,155,108,641,136,785,248,330,22,66,31,8,2,28,1148,2886,29
Batch-334,39,170,148,719,81,462,253,67,14,45,40,337,173,27,81,147,126,654,150,769,254,337,25,64,29,47,2,30,1148,4659,31
Batch-335,31,170,200,721,119,465,295,8,16,6,39,337,167,27,80,131,112,664,123,784,249,320,20,62,33,34,2,31,1106,3630,29
Batch-336,39,170,169,720,105,462,273,7,15,57,36,337,160,25,79,125,215,653,150,822,250,328,23,67,27,45,2,28,1148,2840,29
Batch-337,19,170,194,721,76,466,272,112,14,52,38,338,175,26,79,146,105,640,157,779,249,325,23,61,33,12,2,31,1148,1152,28
Batch-338,38,170,122,721,117,466,258,40,15,40,28,337,176,25,79,151,118,660,137,818,245,319,20,65,33,20,2,29,1143,4600,30
Batch-339,17,170,111,719,117,470,250,121,14,30,33,335,170,29,81,135,191,654,176,854,245,325,21,62,28,50,2,31,1145,5661,32
Batch-340,36,170,149,721,107,463,284,29,14,45,39,340,166,27,80,146,190,652,170,784,254,295,22,67,29,18,2,28,1148,727,28
Batch-341,25,170,196,721,112,463,263,28,16,26,29,345,175,26,79,144,120,663,121,846,264,331,17,66,28,39,2,29,1117,3484,30
Batch-342,15,170,112,719,102,460,272,38,16,12,30,335,172,29,80,140,176,659,138,757,264,298,16,69,30,43,2,30,1092,2382,28
Batch-343,22,170,198,721,80,463,296,32,14,32,27,345,173,25,80,145,179,637,164,826,265,294,24,60,30,16,2,30,1148,1003,28
Batch-344,29,170,198,719,136,469,300,73,16,37,40,345,154,28,79,125,161,640,179,790,256,306,22,70,29,62,2,31,1148,4876,32
Batch-345,16,170,182,721,91,466,289,117,14,41,39,338,156,28,79,133,174,661,135,854,247,306,20,61,28,64,2,31,1119,1178,27
Batch-346,35,170,136,720,81,461,297,79,15,9,41,345,175,26,81,133,191,639,132,797,255,322,23,60,29,5,2,31,1128,4975,31
Batch-347,20,170,127,719,119,463,291,120,16,61,29,344,179,25,80,133,194,658,122,807,249,318,18,67,31,16,2,31,1148,3190,29
Batch-348,36,170,174,720,77,469,260,86,15,31,32,335,155,27,80,152,138,635,121,816,260,313,19,60,33,48,2,28,1093,3477,29
Batch-349,30,170,186,719,78,468,278,99,15,55,30,339,159,27,79,127,179,642,167,789,260,305,16,64,30,24,2,30,1148,991,28
Batch-350,21,170,149,719,84,470,246,44,14,49,38,338,157,29,79,121,173,635,165,796,251,311,17,69,33,55,2,28,1110,1729,28
Batch-351,19,170,184,720,94,461,247,6,16,4,26,343,170,25,79,124,169,646,146,771,247,326,15,65,32,23,2,30,1079,4932,30
Batch-352,21,170,168,721,99,470,258,62,14,57,37,335,155,27,79,143,174,660,128,843,254,304,18,60,30,38,2,30,1105,4517,30
Batch-353,28,170,114,720,104,470,267,96,16,57,28,338,169,26,79,129,196,663,140,820,249,303,15,64,33,46,2,28,1126,1868,28
Batch-354,16,170,116,719,120,465,290,43,14,36,36,337,168,29,79,125,103,642,168,777,258,310,22,63,27,12,2,30,1148,3885,31
Batch-355,33,170,132,721,115,462,300,24,14,41,26,344,179,27,81,124,221,650,171,849,249,305,20,60,31,53,2,29,1148,2007,29
Batch-356,34,170,134,721,108,461,290,7,14,33,28,340,166,27,81,136,116,656,152,757,263,305,25,61,29,17,2,28,1139,5191,31
Batch-357,18,170,135,719,112,462,268,80,16,4,37,343,170,27,81,128,214,651,172,848,259,301,23,60,32,51,2,28,1103,3844,31
Batch-358,28,170,125,719,78,462,274,19,14,59,40,335,156,27,81,131,127,641,162,821,246,320,24,66,32,21,2,28,1148,4135,30
Batch-359,22,170,191,719,102,469,294,39,14,29,40,337,179,29,81,143,136,637,130,768,244,337,19,67,27,32,2,31,1148,1973,28
Batch-360,26,170,199,719,106,465,247,73,14,25,33,338,157,29,80,163,155,636,149,830,260,328,17,67,28,6,2,28,1125,2526,29
Batch-361,25,170,174,719,85,465,265,105,15,17,41,335,178,28,79,139,144,645,137,836,254,311,19,62,27,4,2,28,1102,2046,28
Batch-362,18,170,173,719,110,463,240,91,14,16,39,345,159,25,79,157,163,664,180,767,255,324,15,62,27,18,2,28,1131,1727,28
Batch-363,17,170,198,719,125,468,285,123,14,12,35,336,165,26,79,147,173,652,137,806,264,336,17,66,31,54,2,29,1142,3302,30
Batch-364,26,170,159,720,85,466,250,106,16,38,28,337,180,29,80,150,101,642,126,801,261,324,22,67,28,33,2,30,1126,5475,31
Batch-365,26,170,179,720,110,460,249,90,16,25,36,338,176,29,80,122,143,645,138,771,243,294,24,64,30,44,2,28,1062,3607,29
Batch-366,25,170,112,720,78,465,276,18,16,44,26,338,164,25,81,162,132,655,131,782,258,306,25,67,27,54,2,30,1140,3709,29
Batch-367,39,170,131,720,93,462,239,120,15,28,40,339,180,27,79,143,154,647,127,853,246,309,16,69,30,29,2,29,1085,2319,28
Batch-368,33,170,126,721,88,469,265,49,15,42,37,342,168,28,80,133,182,656,131,823,257,322,24,63,31,55,2,30,1122,3031,29
